Id,Start time,Completion time,Email,Name,Gender / ?????,Age Range / ??????? ???????,What is your highest level of education? / ???? ???? ????? ?????? ?????,What’s your field of study? / ???? ??????,Do you have previous work experience? / ?? ???? ???? ??? ??????,"If yes, then in which main sector? / ??? ??? ?????? ???? ?? ?? ???? ??????
",In which specific sector? / ?? ?? ???? ?????????,How satisfied are you with your current job? / ????? ???? ?? ?????? ????????,Does your job match your skills and qualifications? / ?? ?????? ?????? ?? ??????? ? ????????,How many hours do you work per day? / ??? ????? ????? ???????,Night or day shift? / ????? ??? ?????? ?? ???????,Are your working hours suitable for your lifestyle? / ?? ????? ???? ?????? ?? ??? ??????,Does your company provide training or development opportunities? / ?? ???? ??? ???? ??? ????? ?? ??????,Do you see opportunities for promotion in your job? / ?? ??? ????? ??????? ?? ???????,Do you feel your job is stable long-term? / ?? ???? ?????????? ?? ???? ??? ????? ???????,What 3 factors influence your choice of job the most? / ???? ???? ????? ????? ???? ??? ??????? ??????? ???? ?? ???????? ???? ?????,Which would you choose? / ?? ?? ???????? ?????? ?? ??????,What would make you refuse a job even if the salary is acceptable? / ?? ?? ??? ???????? ?? ????? ???? ????? ??? ?? ???? ??????,Would you consider working in a manufacturing or industrial job? / ?? ???? ?? ????? ?? ???? ????????,What are your concerns about working in industrial/manufacturing jobs? / ?? ?? ?????? ???? ????? ?? ??????? ????????/??????????,Has Saudization improved job opportunities in your sector? / ?? ????? ??????? ??? ????? ??? ????? ?? ??????
135,3/30/2026 15:55,3/30/2026 16:00,anonymous,,Female / ????,45-55 ,Bachelor’s degree / ?????????,?????? ??????????,Yes,Government / ?????,????? ???????,Strongly satisfied / ???? ????,Doesn’t match / ?? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????,??,Physically demanding / ????? ????? ????,Yes
136,3/30/2026 15:52,3/30/2026 16:00,anonymous,,Female / ????,25-34,Bachelor’s degree / ?????????,Law / ???????,Yes,Private / ???,??????? ? ?????????,Slightly satisfied / ???? ??????,Fully matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,No,Yes,Yes,Yes,Working hours / ??? ????? ?????;Salary / ??????;Work environment / ???? ?????,High salary + Long hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Limited career growth / ??? ????? ?????;Location or transportation issues / ????? ?????????? ?? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,Not really. Too noisy/fast paced for my liking. ,Safety concerns / ????? ?? ???????;Not aligned with my education / ?? ?????? ?? ???? ??????;Lack of career growth / ??? ???? ??? ?????;Long hours / ????? ??? ?????,Yes
137,3/30/2026 15:58,3/30/2026 16:04,anonymous,,Female / ????,25-34,Bachelor’s degree / ?????????,Business Administration / ????? ?????,No,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,Day / ??????,None / ?? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,Salary / ??????;Working hours / ??? ????? ?????;Career growth / ????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ,?? ????? ???? ,Not aligned with my education / ?? ?????? ?? ???? ??????,I have no experience / ?? ????? ????
138,3/30/2026 16:04,3/30/2026 16:08,anonymous,,Female / ????,25-34,Bachelor’s degree / ?????????,Engineering / ???????,Yes,Private / ???,Real estate activities / ???????? ????????,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Night / ??????,No,No,No,No,Career growth / ????? ???????;Salary / ??????;Working hours / ??? ????? ?????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;Lack of job security / ??? ???? ???? ?????,??,Not aligned with my education / ?? ?????? ?? ???? ??????,No
139,3/30/2026 16:06,3/30/2026 16:10,anonymous,,Male / ???,55 and above,PhD / ???????,Health-Medical / ?????-????,No,Non-profit organizations / ??????? ????? ?????,No government ,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,Over 10 hours / ???? ?? ?? ?????,Day / ??????,No,No,No,Yes,Salary / ??????;Working hours / ??? ????? ?????;Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ,No,Physically demanding / ????? ????? ????;Not aligned with my education / ?? ?????? ?? ???? ??????;Low salary perception / ???? ??? ?????? ?????,Not sure / ??? ?????
140,3/30/2026 16:04,3/30/2026 16:11,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Business Administration / ????? ?????,No,Government / ?????,Administrative and support service activities / ?????? ??????? ???????? ?????? ?????,Strongly satisfied / ???? ????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Job stability / ????????? ???????;Work environment / ???? ?????;Working hours / ??? ????? ?????,High salary + Long hours / ???? ????? + ????? ??? ?????,Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Location or transportation issues / ????? ?????????? ?? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,?? ?????,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Low salary perception / ???? ??? ?????? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
141,3/30/2026 15:15,3/30/2026 16:13,anonymous,,Female / ????,45-55 ,Bachelor’s degree / ?????????,Social Sciences / ?????? ??????????,Yes,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Career growth / ????? ???????;Job stability / ????????? ???????;Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????,?? ??????? ??????,Lack of career growth / ??? ???? ??? ?????;Long hours / ????? ??? ?????;Safety concerns / ????? ?? ???????,Yes
142,3/30/2026 16:10,3/30/2026 16:14,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Engineering / ???????,Yes,Government / ?????,"Electricity, gas, steam and air-conditioning supply / ??????? ???????? ? ????? ? ?????? ? ????? ??????",Slightly satisfied / ???? ??????,Fully matches / ?????? ??????,Less than 6 / ??? ?? ? ?????,Day / ??????,Yes,Yes,Yes,Yes,Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????,??? ?? ??? ????? ????? ,Long hours / ????? ??? ?????,Yes
143,3/30/2026 16:11,3/30/2026 16:16,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Education / ???????,Yes,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????,High salary + Long hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ,?? ,Social image / ?????? ??????????;Physically demanding / ????? ????? ????,Yes
144,3/30/2026 16:13,3/30/2026 16:18,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Business Administration / ????? ?????,Yes,Private / ???,?????? ????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,None / ?? ????,None / ?? ????,Yes,Yes,No,Salary / ??????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????,??,Safety concerns / ????? ?? ???????,Yes
145,3/30/2026 16:13,3/30/2026 16:20,anonymous,,Male / ???,55 and above,High school diploma or less / ????? ????? ?? ???,Business Administration / ????? ?????,Yes,Private / ???,???? ?????? ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Career growth / ????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Limited career growth / ??? ????? ?????,??,Physically demanding / ????? ????? ????;Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
146,3/30/2026 16:10,3/30/2026 16:21,anonymous,,Female / ????,45-55 ,Bachelor’s degree / ?????????,Social Sciences / ?????? ??????????,Yes,Government / ?????,Education / ????????,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,No,Yes,Working hours / ??? ????? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????,?? ???? ???? ???????? ??? ,Not aligned with my education / ?? ?????? ?? ???? ??????,Not sure / ??? ?????
147,3/30/2026 16:16,3/30/2026 16:22,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Business Administration / ????? ?????,Yes,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,No,Yes,Job stability / ????????? ???????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????,???,???? ??????? ???? ???? ????? ??????? ???? ?? ??? ???????,Not sure / ??? ?????
148,3/30/2026 16:21,3/30/2026 16:25,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,??? ????? ,Yes,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,No,Yes,Salary / ??????;Career growth / ????? ???????;Social perception of the job / ???? ??????? ?? ???????;Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Negative social perception / ???? ??????? ?????;Mixed-gender work environment / ???? ??? ??????,??,Physically demanding / ????? ????? ????;Long hours / ????? ??? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,No
149,3/30/2026 16:21,3/30/2026 16:28,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Engineering / ???????,Yes,Government / ?????,Transportation and storage / ????? ? ???????,Slightly satisfied / ???? ??????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,None / ?? ????,None / ?? ????,Yes,No,Yes,Salary / ??????;Job stability / ????????? ???????;Career growth / ????? ???????,Low salary + High growth potential / ???? ????? +  ??????? ??? ????? ?????,Lack of job security / ??? ???? ???? ?????;Limited career growth / ??? ????? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,Yes,Safety concerns / ????? ?? ???????;Lack of career growth / ??? ???? ??? ?????,Yes
150,3/30/2026 16:29,3/30/2026 16:31,anonymous,,Male / ???,45-55 ,Diploma / ?????,Business Administration / ????? ?????,Yes,Private / ???,Financial and insurance activities / ???????? ??????? ? ?????????,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,No,No,Yes,Salary / ??????;Career growth / ????? ???????;Job stability / ????????? ???????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,"?? ? ??? ????",Safety concerns / ????? ?? ???????;Physically demanding / ????? ????? ????,No
151,3/30/2026 16:30,3/30/2026 16:33,anonymous,,Female / ????,18-25,High school diploma or less / ????? ????? ?? ???,Health-Medical / ?????-????,No,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,None / ?? ????,None / ?? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,Salary / ??????;Work environment / ???? ?????;Job stability / ????????? ???????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Negative social perception / ???? ??????? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,Yes,Long hours / ????? ??? ?????;Lack of career growth / ??? ???? ??? ?????,I have no experience / ?? ????? ????
152,3/30/2026 16:29,3/30/2026 16:34,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Education / ???????,Yes,Government / ?????,"Professional, scientific and technical activities / ???????? ??????? ???????? ????????",Strongly satisfied / ???? ????,Partially matches / ?????? ??????,Less than 6 / ??? ?? ? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Job stability / ????????? ???????;Working hours / ??? ????? ?????,High salary + Long hours / ???? ????? + ????? ??? ?????,Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,??,Safety concerns / ????? ?? ???????;Physically demanding / ????? ????? ????,No
153,3/30/2026 16:32,3/30/2026 16:37,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Education / ???????,Yes,Government / ?????,Education / ????????,Slightly satisfied / ???? ??????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Job stability / ????????? ???????;????? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????,??,Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
154,3/30/2026 16:35,3/30/2026 16:38,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Education / ???????,Yes,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,No,Yes,Salary / ??????;Working hours / ??? ????? ?????;Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Location or transportation issues / ????? ?????????? ?? ???? ?????,??,Safety concerns / ????? ?? ???????;Long hours / ????? ??? ?????;Low salary perception / ???? ??? ?????? ?????;Lack of career growth / ??? ???? ??? ?????,Not sure / ??? ?????
155,3/30/2026 16:35,3/30/2026 16:38,anonymous,,Male / ???,25-34,Master’s degree / ???????,Business Administration / ????? ?????,Yes,Private / ???,"Electricity, gas, steam and air-conditioning supply / ??????? ???????? ? ????? ? ?????? ? ????? ??????",Strongly satisfied / ???? ????,Fully matches / ?????? ??????,Over 10 hours / ???? ?? ?? ?????,Night / ??????,No,No,Yes,Yes,Work environment / ???? ?????;Job stability / ????????? ???????;Salary / ??????,High salary + Long hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,???,Safety concerns / ????? ?? ???????,Yes
156,3/30/2026 16:38,3/30/2026 16:43,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Education / ???????,No,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Working hours / ??? ????? ?????;Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ,??,Long hours / ????? ??? ?????;Physically demanding / ????? ????? ????;Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
157,3/30/2026 16:38,3/30/2026 16:43,anonymous,,Female / ????,45-55 ,Bachelor’s degree / ?????????,"Science (Biology, Chemistry, Physics, etc.) / ?????? (???????? ????????? ????????? ???.)",Yes,Government / ?????,"Professional, scientific and technical activities / ???????? ??????? ???????? ????????",Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Working hours / ??? ????? ?????;Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Negative social perception / ???? ??????? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,??,Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
158,3/30/2026 16:40,3/30/2026 16:44,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Education / ???????,Yes,Private / ???,"Agriculture, Forestry, and Fishing / ??????? ? ??????? ? ??? ???????",Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,No,No,No,Job stability / ????????? ???????,High salary + Long hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ,??,Physically demanding / ????? ????? ????,No
159,3/30/2026 16:42,3/30/2026 16:44,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,"Science (Biology, Chemistry, Physics, etc.) / ?????? (???????? ????????? ????????? ???.)",Yes,Government / ?????,Education / ????????,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,Over 10 hours / ???? ?? ?? ?????,Day / ??????,No,No,No,No,Salary / ??????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????,??,Low salary perception / ???? ??? ?????? ?????,No
160,3/30/2026 16:41,3/30/2026 16:45,anonymous,,Female / ????,18-25,Bachelor’s degree / ?????????,Health-Medical / ?????-????,Yes,Private / ???,???? ?????,Slightly dissatisfied / ??? ???? ??????,Partially matches / ?????? ??????,8-10 hours / ?-?? ?????,Night / ??????,No,No,No,No,Salary / ??????;Working hours / ??? ????? ?????;Career growth / ????? ???????;Work environment / ???? ?????;Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Limited career growth / ??? ????? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,?? ?? ???? ???? ???? ??? ?????? ??????? ????? ,Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
161,3/30/2026 16:43,3/30/2026 16:46,anonymous,,Male / ???,45-55 ,Diploma / ?????,Education / ???????,Yes,Government / ?????,Education / ????????,Slightly satisfied / ???? ??????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Job stability / ????????? ???????;Working hours / ??? ????? ?????,High salary + Long hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ,???,Safety concerns / ????? ?? ???????,Yes
162,3/30/2026 16:43,3/30/2026 16:48,anonymous,,Female / ????,55 and above,Bachelor’s degree / ?????????,Education / ???????,Yes,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Job stability / ????????? ???????;Work environment / ???? ?????;Salary / ??????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Limited career growth / ??? ????? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,?? ,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
163,3/30/2026 16:46,3/30/2026 16:49,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Education / ???????,Yes,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Job stability / ????????? ???????;Salary / ??????;Working hours / ??? ????? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,??,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
164,3/30/2026 16:39,3/30/2026 16:49,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Education / ???????,Yes,Non-profit organizations / ??????? ????? ?????,Human health and social work activities / ?????? ????? ??????? ??????? ??????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,Less than 6 / ??? ?? ? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????,?? ????? ??????,Safety concerns / ????? ?? ???????;Physically demanding / ????? ????? ????;Long hours / ????? ??? ?????;Lack of career growth / ??? ???? ??? ?????,Yes
165,3/30/2026 16:41,3/30/2026 16:50,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Education / ???????,No,Government / ?????,Education / ????????,Slightly satisfied / ???? ??????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Working hours / ??? ????? ?????;Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Negative social perception / ???? ??????? ?????;Location or transportation issues / ????? ?????????? ?? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,??,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Long hours / ????? ??? ?????;Low salary perception / ???? ??? ?????? ?????,Not sure / ??? ?????
166,3/30/2026 16:46,3/30/2026 16:57,anonymous,,Male / ???,55 and above,High school diploma or less / ????? ????? ?? ???,Vocational-Technical / ????-????,No,I have no experience / ?? ????? ????,"Electricity, gas, steam and air-conditioning supply / ??????? ???????? ? ????? ? ?????? ? ????? ??????",Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,No,Yes,Yes,Yes,Job stability / ????????? ???????;Salary / ??????;Working hours / ??? ????? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ,Yes ,Long hours / ????? ??? ?????;Low salary perception / ???? ??? ?????? ?????;Lack of career growth / ??? ???? ??? ?????,Yes
167,3/30/2026 16:56,3/30/2026 17:00,anonymous,,Female / ????,55 and above,Bachelor’s degree / ?????????,"Science (Biology, Chemistry, Physics, etc.) / ?????? (???????? ????????? ????????? ???.)",No,Government / ?????,Education / ????????,Slightly dissatisfied / ??? ???? ??????,Doesn’t match / ?? ??????,8-10 hours / ?-?? ?????,Day / ??????,No,Yes,No,No,Salary / ??????;Working hours / ??? ????? ?????;Work environment / ???? ?????;Career growth / ????? ???????,Low salary + High growth potential / ???? ????? +  ??????? ??? ????? ?????,Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????,??,Social image / ?????? ??????????,Yes
168,3/30/2026 16:57,3/30/2026 17:02,anonymous,,Female / ????,25-34,Bachelor’s degree / ?????????,Health-Medical / ?????-????,Yes,Private / ???,Health ,Slightly satisfied / ???? ??????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,No,No,No,Salary / ??????;Work environment / ???? ?????;Career growth / ????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Limited career growth / ??? ????? ?????,No,Not aligned with my education / ?? ?????? ?? ???? ??????,No
169,3/30/2026 16:59,3/30/2026 17:04,anonymous,,Female / ????,18-25,Bachelor’s degree / ?????????,Arts-Humanities / ??????-?????? ?????????,Yes,Non-profit organizations / ??????? ????? ?????,Education / ????????,Strongly satisfied / ???? ????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,I have no experience / ?? ????? ????,Yes,No,Salary / ??????;Job stability / ????????? ???????;Work environment / ???? ?????;Career growth / ????? ???????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,?? ,Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
170,3/30/2026 17:05,3/30/2026 17:07,anonymous,,Female / ????,55 and above,Bachelor’s degree / ?????????,Education / ???????,Yes,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,No,Yes,Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????,??,Physically demanding / ????? ????? ????,Yes
171,3/30/2026 17:00,3/30/2026 17:07,anonymous,,Female / ????,55 and above,Bachelor’s degree / ?????????,Education / ???????,Yes,Government / ?????,"Professional, scientific and technical activities / ???????? ??????? ???????? ????????",Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Job stability / ????????? ???????;Salary / ??????;Working hours / ??? ????? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????, ?? ???? ?? ?????? ????? ?? ???? ??????? ??? ???? ??? ???? ?? ???  ??? ??????? ???????  ?? ???? ? ??????? ??? ????? ??????. ,Long hours / ????? ??? ?????,Yes
172,3/30/2026 17:01,3/30/2026 17:08,anonymous,,Male / ???,55 and above,Diploma / ?????,Health-Medical / ?????-????,Yes,Private / ???,???????? ,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Job stability / ????????? ???????;Work environment / ???? ?????;Social perception of the job / ???? ??????? ?? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Mixed-gender work environment / ???? ??? ??????,??,Social image / ?????? ??????????,Yes
173,3/30/2026 17:09,3/30/2026 17:12,anonymous,,Female / ????,55 and above,High school diploma or less / ????? ????? ?? ???,Education / ???????,Yes,Government / ?????,Administrative and support service activities / ?????? ??????? ???????? ?????? ?????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,Job stability / ????????? ???????;Salary / ??????;Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????,??,Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
174,3/30/2026 17:12,3/30/2026 17:22,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,"Science (Biology, Chemistry, Physics, etc.) / ?????? (???????? ????????? ????????? ???.)",Yes,Government / ?????,Education / ????????,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,No,No,Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Mixed-gender work environment / ???? ??? ??????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????,??,Not aligned with my education / ?? ?????? ?? ???? ??????,No
